lokace_id,lokace_short,lokace_short_norm,knoddel_cisloknih,knoddel_nazev,stav_fondu_celkem_zdroj,datum,pobocka_cislo,je_realokace
593,CHU-BELDO,CHU-BELDO,31.0,Velká Chuchle,1348,2025-09-30,31,True
594,CHU-CAS,CHU-CAS,31.0,Velká Chuchle,138,2025-09-30,31,False
591,CHU-NAU,CHU-NAU,31.0,Velká Chuchle,834,2025-09-30,31,True
789,CHU-DOPOR,CHU-DOPOR,31.0,Velká Chuchle,22,2025-09-30,31,False
592,CHU-BELDE,CHU-BELDE,31.0,Velká Chuchle,1280,2025-09-30,31,True
738,CHU-VSMS,CHU-VSMS,31.0,Velká Chuchle,32,2025-09-30,31,False
570,CHU-HRAB,CHU-HRAB,31.0,Velká Chuchle,8,2025-09-30,31,False
569,CHU-POK,CHU-POK,31.0,Velká Chuchle,44,2025-09-30,31,False
1018,CHU-NAUDE,CHU-NAUDE,31.0,Velká Chuchle,488,2025-09-30,31,True
590,CHU-CHF,CHU-CHF,31.0,Velká Chuchle,18,2025-09-30,31,False
1246,MLY-CAS,MLY-CAS,11.0,Velký mlýn,62,2025-09-30,11,False
1212,MLY-LITDE,MLY-LITDE,11.0,Velký mlýn,892,2025-09-30,11,True
1215,MLY-KOMDE,MLY-KOMDE,11.0,Velký mlýn,60,2025-09-30,11,True
1217,MLY-HRAB,MLY-HRAB,11.0,Velký mlýn,123,2025-09-30,11,False
1214,MLY-KOMDO,MLY-KOMDO,11.0,Velký mlýn,150,2025-09-30,11,True
1216,MLY-LEPOR,MLY-LEPOR,11.0,Velký mlýn,25,2025-09-30,11,True
1211,MLY-LITDO,MLY-LITDO,11.0,Velký mlýn,2933,2025-09-30,11,True
1213,MLY-DOPOR,MLY-DOPOR,11.0,Velký mlýn,135,2025-09-30,11,False
1218,MLY-POK,MLY-POK,11.0,Velký mlýn,37,2025-09-30,11,False
745,VIK-VSMS,VIK-VSMS,25.0,Vikova,103,2025-09-30,25,False
847,VIK-KOMDO,VIK-KOMDO,25.0,Vikova,241,2025-09-30,25,True
902,VIK-CASDO,VIK-CASDO,25.0,Vikova,240,2025-09-30,25,False
566,VIK-NAUDO,VIK-NAUDO,25.0,Vikova,2720,2025-09-30,25,True
567,VIK-BELDO,VIK-BELDO,25.0,Vikova,3427,2025-09-30,25,True
568,VIK-PRSK,VIK-PRSK,25.0,Vikova,275,2025-09-30,25,False
559,VIK-HRAB,VIK-HRAB,25.0,Vikova,118,2025-09-30,25,False
565,VIK-LITDE,VIK-LITDE,25.0,Vikova,3440,2025-09-30,25,True
1275,VIK-YOUNG,VIK-YOUNG,25.0,Vikova,196,2025-09-30,25,False
903,VIK-CASDE,VIK-CASDE,25.0,Vikova,111,2025-09-30,25,False
560,VIK-CHF,VIK-CHF,25.0,Vikova,21,2025-09-30,25,False
790,VIK-DOPOR,VIK-DOPOR,25.0,Vikova,207,2025-09-30,25,False
558,VIK-POK,VIK-POK,25.0,Vikova,36,2025-09-30,25,False
1274,VIK-ZIVOT,VIK-ZIVOT,25.0,Vikova,135,2025-09-30,25,False
957,VIK-KOMDE,VIK-KOMDE,25.0,Vikova,61,2025-09-30,25,True
538,CHM-NAUDO,CHM-NAUDO,66.0,Vozovna,5599,2025-09-30,66,True
535,CHM-HRAB,CHM-HRAB,66.0,Vozovna,158,2025-09-30,66,False
985,CHM-CASDE,CHM-CASDE,66.0,Vozovna,99,2025-09-30,66,False
534,CHM-POK,CHM-POK,66.0,Vozovna,22,2025-09-30,66,False
773,CHM-DOPOR,CHM-DOPOR,66.0,Vozovna,422,2025-09-30,66,False
988,CHM-VYST,CHM-VYST,66.0,Vozovna,20,2025-09-30,66,False
1194,CHM-SELF,CHM-SELF,66.0,Vozovna,1,2025-09-30,66,False
539,CHM-LITDE,CHM-LITDE,66.0,Vozovna,3371,2025-09-30,66,True
984,CHM-CASDO,CHM-CASDO,66.0,Vozovna,77,2025-09-30,66,False
987,CHM-KOMDE,CHM-KOMDE,66.0,Vozovna,70,2025-09-30,66,True
537,CHM-BELDO,CHM-BELDO,66.0,Vozovna,5020,2025-09-30,66,True
737,CHM-VSMS,CHM-VSMS,66.0,Vozovna,25,2025-09-30,66,False
986,CHM-KOMDO,CHM-KOMDO,66.0,Vozovna,323,2025-09-30,66,True
450,VYS-PRSK,VYS-PRSK,10.0,Vysočany,2651,2025-09-30,10,True
747,VYS-VSMS,VYS-VSMS,10.0,Vysočany,15,2025-09-30,10,False
937,VYS-CASDE,VYS-CASDE,10.0,Vysočany,38,2025-09-30,10,False
443,VYS-BELDO,VYS-BELDO,10.0,Vysočany,3139,2025-09-30,10,True
445,VYS-NAUDE,VYS-NAUDE,10.0,Vysočany,1417,2025-09-30,10,True
452,VYS-HRAB,VYS-HRAB,10.0,Vysočany,5,2025-09-30,10,False
803,VYS-DOPOR,VYS-DOPOR,10.0,Vysočany,108,2025-09-30,10,False
451,VYS-VYLOHY,VYS-VYLOHY,10.0,Vysočany,23,2025-09-30,10,False
448,VYS-CHFVYP,VYS-CHFVYP,10.0,Vysočany,54,2025-09-30,10,False
449,VYS-PRSKDE,VYS-PRSKDE,10.0,Vysočany,805,2025-09-30,10,True
446,VYS-BELDE,VYS-BELDE,10.0,Vysočany,2029,2025-09-30,10,True
453,VYS-POK,VYS-POK,10.0,Vysočany,23,2025-09-30,10,False
447,VYS-POEDIV,VYS-POEDIV,10.0,Vysočany,218,2025-09-30,10,True
444,VYS-NAUDO,VYS-NAUDO,10.0,Vysočany,2901,2025-09-30,10,True
936,VYS-CASDO,VYS-CASDO,10.0,Vysočany,130,2025-09-30,10,False
1083,VYS-KOMIKS,VYS-KOMIKS,10.0,Vysočany,249,2025-09-30,10,True
862,JEN-PVP,JEN-PVP,92.0,Vzdálený sklad 1,119426,2025-09-30,92,True
863,JEN-PV,JEN-PV,92.0,Vzdálený sklad 2,13760,2025-09-30,92,True
865,JEN-RFUK,JEN-RFUK,92.0,Vzdálený sklad 4,408,2025-09-30,92,True
866,JEN-RFOKF,JEN-RFOKF,92.0,Vzdálený sklad 5,1,2025-09-30,92,True
867,JEN-ZASOB,JEN-ZASOB,92.0,Vzdálený sklad 6,36010,2025-09-30,92,True
1019,JEN-MOFNAU,JEN-MOFNAU,92.0,Vzdálený sklad 7,59,2025-09-30,92,True
1067,JEN-DEPJST,JEN-DEPJST,92.0,Vzdálený sklad 8,32,2025-09-30,92,True
1206,RUS-PV,RUS-PV,56.0,Vzdálený sklad Domu čtení,14598,2025-09-30,56,False
1207,SPO-PV,SPO-PV,45.0,Vzdálený sklad Spořilov,13341,2025-09-30,45,False
835,BRU-D2ZED,BRU-D2ZED,97.0,Vzácné tisky - objednávka,129,2025-09-30,97,False
836,BRU-D2OST,BRU-D2OST,97.0,Vzácné tisky - objednávka,1810,2025-09-30,97,False
1117,BRU-D2BIII,BRU-D2BIII,97.0,Vzácné tisky - objednávka,9,2025-09-30,97,False
837,BRU-D2BIB,BRU-D2BIB,97.0,Vzácné tisky - objednávka,2199,2025-09-30,97,False
458,BRU-HRAB,BRU-HRAB,97.0,Vzácné tisky - objednávka,2,2025-09-30,97,False
838,BRU-D2OSOB,BRU-D2OSOB,97.0,Vzácné tisky - objednávka,519,2025-09-30,97,False
832,BRU-D1,BRU-D1,97.0,Vzácné tisky - objednávka,10547,2025-09-30,97,False
842,BRU-DIL,BRU-DIL,97.0,Vzácné tisky - objednávka,28,2025-09-30,97,False
833,BRU-D2TOP,BRU-D2TOP,97.0,Vzácné tisky - objednávka,2916,2025-09-30,97,False
1283,BRU-D2,BRU-D2,97.0,Vzácné tisky - objednávka,14,2025-09-30,97,False
841,BRU-STU,BRU-STU,97.0,Vzácné tisky - objednávka,109,2025-09-30,97,False
1263,BRU-D2PER,BRU-D2PER,97.0,Vzácné tisky - objednávka,134,2025-09-30,97,False
1262,BRU-D2DE,BRU-D2DE,97.0,Vzácné tisky - objednávka,262,2025-09-30,97,False
457,BRU-POK,BRU-POK,97.0,Vzácné tisky - objednávka,2,2025-09-30,97,False
727,VYM-HRAB,VYM-HRAB,99.0,Výměnné soubory,7,2025-09-30,99,False
724,VYM-LOK,VYM-LOK,99.0,Výměnné soubory,1208,2025-09-30,99,False
1091,ZME-BELDE,ZME-BELDE,47.0,Zahradní Město,1302,2025-09-30,47,True
1092,ZME-KOMDE,ZME-KOMDE,47.0,Zahradní Město,93,2025-09-30,47,True
701,ZME-DETI,ZME-DETI,47.0,Zahradní Město,672,2025-09-30,47,True
1094,ZME-DOPDE,ZME-DOPDE,47.0,Zahradní Město,137,2025-09-30,47,False
793,ZME-DOPOR,ZME-DOPOR,47.0,Zahradní Město,279,2025-09-30,47,False
1093,ZME-KOMDO,ZME-KOMDO,47.0,Zahradní Město,246,2025-09-30,47,True
704,ZME-CASDE,ZME-CASDE,47.0,Zahradní Město,31,2025-09-30,47,False
706,ZME-POK,ZME-POK,47.0,Zahradní Město,27,2025-09-30,47,False
705,ZME-HRAB,ZME-HRAB,47.0,Zahradní Město,108,2025-09-30,47,False
699,ZME-BELDO,ZME-BELDO,47.0,Zahradní Město,3831,2025-09-30,47,True
700,ZME-NAUDO,ZME-NAUDO,47.0,Zahradní Město,3505,2025-09-30,47,True
749,ZME-VSMS,ZME-VSMS,47.0,Zahradní Město,17,2025-09-30,47,False
1095,ZME-LITML,ZME-LITML,47.0,Zahradní Město,776,2025-09-30,47,True
703,ZME-CASDO,ZME-CASDO,47.0,Zahradní Město,148,2025-09-30,47,False
1070,ZAH-KOMDO,ZAH-KOMDO,65.0,Záhřebská,231,2025-09-30,65,True
1284,ZAH-CIZJAZ,ZAH-CIZJAZ,65.0,Záhřebská,12,2025-09-30,65,False
468,ZAH-PRSK,ZAH-PRSK,65.0,Záhřebská,4,2025-09-30,65,False
1069,ZAH-LEPDE,ZAH-LEPDE,65.0,Záhřebská,109,2025-09-30,65,True
352,ZAH-BELDO,ZAH-BELDO,65.0,Záhřebská,2212,2025-09-30,65,True
342,ZAH-POK,ZAH-POK,65.0,Záhřebská,61,2025-09-30,65,False
898,ZAH-CASDE,ZAH-CASDE,65.0,Záhřebská,39,2025-09-30,65,False
346,ZAH-CHFDE,ZAH-CHFDE,65.0,Záhřebská,23,2025-09-30,65,False
794,ZAH-DOPOR,ZAH-DOPOR,65.0,Záhřebská,167,2025-09-30,65,False
748,ZAH-VSMS,ZAH-VSMS,65.0,Záhřebská,39,2025-09-30,65,False
361,ZAH-POEDIV,ZAH-POEDIV,65.0,Záhřebská,333,2025-09-30,65,True
795,ZAH-DOPORD,ZAH-DOPORD,65.0,Záhřebská,66,2025-09-30,65,False
360,ZAH-DETI,ZAH-DETI,65.0,Záhřebská,2606,2025-09-30,65,True
345,ZAH-CHFDO,ZAH-CHFDO,65.0,Záhřebská,13,2025-09-30,65,False
359,ZAH-SCIFI,ZAH-SCIFI,65.0,Záhřebská,117,2025-09-30,65,True
355,ZAH-NAUDE,ZAH-NAUDE,65.0,Záhřebská,351,2025-09-30,65,True
353,ZAH-CASDO,ZAH-CASDO,65.0,Záhřebská,93,2025-09-30,65,False
1202,ZAH-SELFDO,ZAH-SELFDO,65.0,Záhřebská,2,2025-09-30,65,False
1203,ZAH-SELFDE,ZAH-SELFDE,65.0,Záhřebská,2,2025-09-30,65,False
899,ZAH-KOMIKS,ZAH-KOMIKS,65.0,Záhřebská,125,2025-09-30,65,True
351,ZAH-NAUDO,ZAH-NAUDO,65.0,Záhřebská,2903,2025-09-30,65,True
117,SKO-NAUDO,SKO-NAUDO,8.0,Školská,4079,2025-09-30,8,True
116,SKO-BELDO,SKO-BELDO,8.0,Školská,3509,2025-09-30,8,True
958,SKO-KOMDO,SKO-KOMDO,8.0,Školská,288,2025-09-30,8,True
895,SKO-KOMIKS,SKO-KOMIKS,8.0,Školská,135,2025-09-30,8,True
814,SKO-DOPO3,SKO-DOPO3,8.0,Školská,283,2025-09-30,8,False
115,SKO-CASOP,SKO-CASOP,8.0,Školská,446,2025-09-30,8,False
894,SKO-CASDE,SKO-CASDE,8.0,Školská,40,2025-09-30,8,False
118,SKO-LITDE,SKO-LITDE,8.0,Školská,2285,2025-09-30,8,True
122,SKO-HRAB,SKO-HRAB,8.0,Školská,237,2025-09-30,8,False
816,SKO-AUDIO,SKO-AUDIO,8.0,Školská,387,2025-09-30,8,False
112,SKO-POK,SKO-POK,8.0,Školská,38,2025-09-30,8,False
121,SKO-DIVML,SKO-DIVML,8.0,Školská,45,2025-09-30,8,True
815,SKO-MAPY,SKO-MAPY,8.0,Školská,205,2025-09-30,8,False
119,SKO-LITML,SKO-LITML,8.0,Školská,11,2025-09-30,8,False
120,SKO-POEML,SKO-POEML,8.0,Školská,156,2025-09-30,8,True
124,SKO-VYLOHY,SKO-VYLOHY,8.0,Školská,42,2025-09-30,8,False
812,SKO-DOPO1,SKO-DOPO1,8.0,Školská,332,2025-09-30,8,False
289,HUS-HRAB,HUS-HRAB,15.0,Žižkov,410,2025-09-30,15,False
1002,HUS-KOMDE,HUS-KOMDE,15.0,Žižkov,72,2025-09-30,15,True
845,HUS-KOMDO,HUS-KOMDO,15.0,Žižkov,147,2025-09-30,15,True
315,HUS-DOMDE,HUS-DOMDE,15.0,Žižkov,228,2025-09-30,15,True
314,HUS-VYLOH,HUS-VYLOH,15.0,Žižkov,41,2025-09-30,15,False
312,HUS-POEDIV,HUS-POEDIV,15.0,Žižkov,782,2025-09-30,15,True
310,HUS-BELDE,HUS-BELDE,15.0,Žižkov,1209,2025-09-30,15,True
736,HUS-VSMS,HUS-VSMS,15.0,Žižkov,33,2025-09-30,15,False
317,HUS-POK,HUS-POK,15.0,Žižkov,13,2025-09-30,15,False
307,HUS-BELDO,HUS-BELDO,15.0,Žižkov,4753,2025-09-30,15,True
840,HUS-SCIFI,HUS-SCIFI,15.0,Žižkov,532,2025-09-30,15,True
897,HUS-CASDE,HUS-CASDE,15.0,Žižkov,190,2025-09-30,15,False
1003,HUS-NAUDE,HUS-NAUDE,15.0,Žižkov,563,2025-09-30,15,True
316,HUS-DOPDE,HUS-DOPDE,15.0,Žižkov,154,2025-09-30,15,False
896,HUS-CASDO,HUS-CASDO,15.0,Žižkov,166,2025-09-30,15,False
804,HUS-DOPOR,HUS-DOPOR,15.0,Žižkov,91,2025-09-30,15,False
311,HUS-NAUC,HUS-NAUC,15.0,Žižkov,3600,2025-09-30,15,True
65,pragensia,PRAGENSIA,1.0,Ústřední knihovna,7636,2025-09-30,1,False
66,praha,PRAHA,1.0,Ústřední knihovna,14938,2025-09-30,1,False
264,AUTO,AUTO,1.0,Ústřední knihovna,1,2025-09-30,1,False
111,AK,AK,1.0,Ústřední knihovna,403,2025-09-30,1,False
26,hudba,HUDBA,1.0,Ústřední knihovna,3140,2025-09-30,1,False
170,huvza,HUVZA,1.0,Ústřední knihovna,5931,2025-09-30,1,False
68,informace,INFORMACE,1.0,Ústřední knihovna,14329,2025-09-30,1,False
1136,mládež-kom,MLÁDEŽ-KOM,1.0,Ústřední knihovna,1064,2025-09-30,1,True
1028,VYSTDOSP,VYSTDOSP,1.0,Ústřední knihovna,34,2025-09-30,1,False
1030,hud-gal,HUD-GAL,1.0,Ústřední knihovna,3378,2025-09-30,1,False
1,prezent,PREZENT,1.0,Ústřední knihovna,737,2025-09-30,1,False
287,INFOGAL,INFOGAL,1.0,Ústřední knihovna,1,2025-09-30,1,False
83,VRACA,VRACA,1.0,Ústřední knihovna,546,2025-09-30,1,False
1135,prvníčtení,PRVNÍČTENÍ,1.0,Ústřední knihovna,184,2025-09-30,1,True
1134,děti-kom,DĚTI-KOM,1.0,Ústřední knihovna,143,2025-09-30,1,True
1247,SKLADHRY,SKLADHRY,1.0,Ústřední knihovna,46,2025-09-30,1,False
1133,leporela,LEPORELA,1.0,Ústřední knihovna,322,2025-09-30,1,True
608,piktogramy,PIKTOGRAMY,1.0,Ústřední knihovna,4926,2025-09-30,1,True
93,DEPULT,DEPULT,1.0,Ústřední knihovna,44,2025-09-30,1,False
319,KABINET,KABINET,1.0,Ústřední knihovna,3,2025-09-30,1,False
25,audio,AUDIO,1.0,Ústřední knihovna,17476,2025-09-30,1,False
99,CAPULT,CAPULT,1.0,Ústřední knihovna,189,2025-09-30,1,False
24,student,STUDENT,1.0,Ústřední knihovna,86,2025-09-30,1,False
22,děti,DĚTI,1.0,Ústřední knihovna,4922,2025-09-30,1,True
23,mládež,MLÁDEŽ,1.0,Ústřední knihovna,3058,2025-09-30,1,True
1031,muzika,MUZIKA,1.0,Ústřední knihovna,1172,2025-09-30,1,False
1089,DVDDE,DVDDE,1.0,Ústřední knihovna,11,2025-09-30,1,False
983,NAUCMAP,NAUCMAP,1.0,Ústřední knihovna,571,2025-09-30,1,False
1087,CASDE,CASDE,1.0,Ústřední knihovna,176,2025-09-30,1,False
1088,CASML,CASML,1.0,Ústřední knihovna,62,2025-09-30,1,False
3,beletrie,BELETRIE,1.0,Ústřední knihovna,7090,2025-09-30,1,True
237,INFOPULT,INFOPULT,1.0,Ústřední knihovna,4,2025-09-30,1,False
1022,jakurzy,JAKURZY,1.0,Ústřední knihovna,402,2025-09-30,1,False
979,mluv-děti,MLUV-DĚTI,1.0,Ústřední knihovna,507,2025-09-30,1,False
1000,DILNA-VOL,DILNA-VOL,1.0,Ústřední knihovna,309,2025-09-30,1,False
2,naučná,NAUČNÁ,1.0,Ústřední knihovna,17336,2025-09-30,1,True
63,masky,MASKY,1.0,Ústřední knihovna,11840,2025-09-30,1,False
692,dvojjaz,DVOJJAZ,1.0,Ústřední knihovna,516,2025-09-30,1,True
53,časopisy,ČASOPISY,1.0,Ústřední knihovna,2383,2025-09-30,1,False
67,databáze,DATABÁZE,1.0,Ústřední knihovna,57,2025-09-30,1,False
62,dvorek,DVOREK,1.0,Ústřední knihovna,51469,2025-09-30,1,False
110,NAI3,NAI3,1.0,Ústřední knihovna,5,2025-09-30,1,False
610,poezie,POEZIE,1.0,Ústřední knihovna,2299,2025-09-30,1,True
978,mluv,MLUV,1.0,Ústřední knihovna,1557,2025-09-30,1,False
956,MVS,MVS,1.0,Ústřední knihovna,5070,2025-09-30,1,False
107,REZER,REZER,1.0,Ústřední knihovna,18,2025-09-30,1,False
980,zvuk,ZVUK,1.0,Ústřední knihovna,3482,2025-09-30,1,False
64,vázanky,VÁZANKY,1.0,Ústřední knihovna,3265,2025-09-30,1,False
54,čiperka,ČIPERKA,1.0,Ústřední knihovna,76,2025-09-30,1,False
1267,VR,VR,1.0,Ústřední knihovna,8,2025-09-30,1,False
135,HUDPRI,HUDPRI,1.0,Ústřední knihovna,19232,2025-09-30,1,False
134,DIVPRI,DIVPRI,1.0,Ústřední knihovna,26987,2025-09-30,1,False
1129,VYSTAVML,VYSTAVML,1.0,Ústřední knihovna,36,2025-09-30,1,False
81,hrabátko,HRABÁTKO,1.0,Ústřední knihovna,1709,2025-09-30,1,False
27,theatre,THEATRE,1.0,Ústřední knihovna,7161,2025-09-30,1,False
166,UCEBNA,UCEBNA,1.0,Ústřední knihovna,1,2025-09-30,1,False
977,skladmluv,SKLADMLUV,1.0,Ústřední knihovna,449,2025-09-30,1,False
975,divsklad3p,DIVSKLAD3P,1.0,Ústřední knihovna,3056,2025-09-30,1,False
129,INFOINTER,INFOINTER,1.0,Ústřední knihovna,1,2025-09-30,1,False
109,výstavky,VÝSTAVKY,1.0,Ústřední knihovna,194,2025-09-30,1,False
61,starhud,STARHUD,1.0,Ústřední knihovna,19719,2025-09-30,1,False
609,cizí-jazyk,CIZÍ-JAZYK,1.0,Ústřední knihovna,6837,2025-09-30,1,True
114,CEI1,CEI1,1.0,Ústřední knihovna,70,2025-09-30,1,False
56,1.patro,1.PATRO,1.0,Ústřední knihovna,61009,2025-09-30,1,False
92,HUPULT,HUPULT,1.0,Ústřední knihovna,603,2025-09-30,1,False
57,3.patro,3.PATRO,1.0,Ústřední knihovna,18360,2025-09-30,1,False
87,časzapult,ČASZAPULT,1.0,Ústřední knihovna,5475,2025-09-30,1,False
59,divsklad1p,DIVSKLAD1P,1.0,Ústřední knihovna,2029,2025-09-30,1,False
364,KURARNA,KURARNA,1.0,Ústřední knihovna,40,2025-09-30,1,False
363,VRACP3P,VRACP3P,1.0,Ústřední knihovna,1,2025-09-30,1,False
60,skladhud,SKLADHUD,1.0,Ústřední knihovna,73657,2025-09-30,1,False
606,čas-bel,ČAS-BEL,1.0,Ústřední knihovna,1,2025-09-30,1,False
55,mezipatro,MEZIPATRO,1.0,Ústřední knihovna,35084,2025-09-30,1,False
84,VRACP,VRACP,1.0,Ústřední knihovna,241,2025-09-30,1,False
91,PUJCA,PUJCA,1.0,Ústřední knihovna,13,2025-09-30,1,False
817,PREDSALI,PREDSALI,1.0,Ústřední knihovna,5,2025-09-30,1,False
