pobocka_cislo,lokace_short_norm,OCH,kapacita_realokace,lokace_id
18,KOR-YA,A1,260.0,1209
21,HOS-BELDO,A1,2600.0,493
21,HOS-BELDO,B1,25.0,493
21,HOS-BELDO,B2,170.0,493
21,HOS-BELDO,J1,5.0,493
21,HOS-BELDO,J2,5.0,493
21,HOS-BELDO,J3,10.0,493
21,HOS-BELDO,J4,40.0,493
21,HOS-BELDO,,10.0,493
21,HOS-KOMDE,,120.0,1085
21,HOS-KOMDO,,110.0,1084
21,HOS-LITDE,A1,40.0,496
21,HOS-LITDE,A2,280.0,496
21,HOS-LITDE,A3,600.0,496
21,HOS-LITDE,A4,470.0,496
21,HOS-LITDE,B2,1.0,496
21,HOS-LITDE,C,51.0,496
21,HOS-LITDE,D,95.0,496
21,HOS-LITDE,E,25.0,496
21,HOS-LITDE,K,130.0,496
21,HOS-LITDE,L,21.0,496
21,HOS-LITDE,N,65.0,496
21,HOS-LITDE,P,21.0,496
21,HOS-LITDE,R,21.0,496
21,HOS-LITDE,S,21.0,496
21,HOS-LITDE,T,21.0,496
21,HOS-LITDE,U,15.0,496
21,HOS-LITDE,V,25.0,496
21,HOS-LITDE,X,40.0,496
21,HOS-LITDE,Y,40.0,496
21,HOS-LITDE,Z,10.0,496
21,HOS-LITDE,,432.0,496
21,HOS-NAUDO,C,191.0,494
21,HOS-NAUDO,D,450.0,494
21,HOS-NAUDO,E,271.0,494
21,HOS-NAUDO,G,201.0,494
21,HOS-NAUDO,K,220.0,494
21,HOS-NAUDO,L,291.0,494
21,HOS-NAUDO,N,131.0,494
21,HOS-NAUDO,O,31.0,494
21,HOS-NAUDO,P,131.0,494
21,HOS-NAUDO,R,95.0,494
21,HOS-NAUDO,S,201.0,494
21,HOS-NAUDO,T,71.0,494
21,HOS-NAUDO,U,11.0,494
21,HOS-NAUDO,V,61.0,494
21,HOS-NAUDO,W,100.0,494
21,HOS-NAUDO,X,111.0,494
21,HOS-NAUDO,Y,145.0,494
21,HOS-NAUDO,Z,125.0,494
24,JEZ-ATELI,C,70.0,1098
24,JEZ-BELDO,A1,1815.0,1100
24,JEZ-BELDO,B1,25.0,1100
24,JEZ-BELDO,B2,170.0,1100
24,JEZ-BELDO,J,10.0,1100
24,JEZ-BELDO,J1-J3,30.0,1100
24,JEZ-BELDO,J4,65.0,1100
24,JEZ-KOMDE,,130.0,1108
24,JEZ-KOMDO,,180.0,1109
24,JEZ-LEPOR,,250.0,1110
24,JEZ-LITDE,A1,20.0,1099
24,JEZ-LITDE,A2,250.0,1099
24,JEZ-LITDE,A2-A4,75.0,1099
24,JEZ-LITDE,A3,600.0,1099
24,JEZ-LITDE,B2,5.0,1099
24,JEZ-LITDE,C,70.0,1099
24,JEZ-LITDE,D,115.0,1099
24,JEZ-LITDE,E,40.0,1099
24,JEZ-LITDE,"G,O,W",5.0,1099
24,JEZ-LITDE,J1-J5,85.0,1099
24,JEZ-LITDE,K,180.0,1099
24,JEZ-LITDE,L,40.0,1099
24,JEZ-LITDE,N,90.0,1099
24,JEZ-LITDE,P,20.0,1099
24,JEZ-LITDE,R,35.0,1099
24,JEZ-LITDE,S,25.0,1099
24,JEZ-LITDE,T,25.0,1099
24,JEZ-LITDE,U,25.0,1099
24,JEZ-LITDE,V,20.0,1099
24,JEZ-LITDE,X,20.0,1099
24,JEZ-LITDE,Z,45.0,1099
24,JEZ-LITDE,,140.0,1099
24,JEZ-NAUDO,C,190.0,1112
24,JEZ-NAUDO,D,350.0,1112
24,JEZ-NAUDO,E,170.0,1112
24,JEZ-NAUDO,G,130.0,1112
24,JEZ-NAUDO,K,155.0,1112
24,JEZ-NAUDO,L,145.0,1112
24,JEZ-NAUDO,N,65.0,1112
24,JEZ-NAUDO,O,50.0,1112
24,JEZ-NAUDO,P,170.0,1112
24,JEZ-NAUDO,R,120.0,1112
24,JEZ-NAUDO,S,100.0,1112
24,JEZ-NAUDO,T,80.0,1112
24,JEZ-NAUDO,V,40.0,1112
24,JEZ-NAUDO,W,100.0,1112
24,JEZ-NAUDO,X,80.0,1112
24,JEZ-NAUDO,Y,85.0,1112
24,JEZ-NAUDO,Z,70.0,1112
24,JEZ-PRSK,A1,2150.0,1113
24,JEZ-ROD,AA,20.0,1115
24,JEZ-ROD,,140.0,1115
24,JEZ-TEENS,A1,585.0,1114
24,JEZ-TEENS,A4,395.0,1114
24,JEZ-TEENS,Y,70.0,1114
24,JEZ-ZIVOT,,120.0,1116
25,VIK-BELDO,A1,2780.0,567
25,VIK-BELDO,B1,65.0,567
25,VIK-BELDO,B2,220.0,567
25,VIK-BELDO,J1,10.0,567
25,VIK-BELDO,J2,10.0,567
25,VIK-BELDO,J3,20.0,567
25,VIK-BELDO,J4,100.0,567
25,VIK-BELDO,J5,10.0,567
25,VIK-BELDO,,5.0,567
25,VIK-KOMDE,,105.0,957
25,VIK-KOMDO,,125.0,847
25,VIK-LITDE,A1,100.0,565
25,VIK-LITDE,A2,190.0,565
25,VIK-LITDE,A3,520.0,565
25,VIK-LITDE,A4,960.0,565
25,VIK-LITDE,B2,5.0,565
25,VIK-LITDE,C,50.0,565
25,VIK-LITDE,D,100.0,565
25,VIK-LITDE,E,40.0,565
25,VIK-LITDE,K,190.0,565
25,VIK-LITDE,L,35.0,565
25,VIK-LITDE,N,55.0,565
25,VIK-LITDE,P,25.0,565
25,VIK-LITDE,R,40.0,565
25,VIK-LITDE,S,40.0,565
25,VIK-LITDE,T,20.0,565
25,VIK-LITDE,U,50.0,565
25,VIK-LITDE,V,25.0,565
25,VIK-LITDE,X,30.0,565
25,VIK-LITDE,Y,55.0,565
25,VIK-LITDE,Z,40.0,565
25,VIK-LITDE,,635.0,565
25,VIK-NAUDO,C,280.0,566
25,VIK-NAUDO,D,390.0,566
25,VIK-NAUDO,E,300.0,566
25,VIK-NAUDO,G,355.0,566
25,VIK-NAUDO,K,250.0,566
25,VIK-NAUDO,L,260.0,566
25,VIK-NAUDO,N,120.0,566
25,VIK-NAUDO,O,65.0,566
25,VIK-NAUDO,P,280.0,566
25,VIK-NAUDO,R,110.0,566
25,VIK-NAUDO,S,240.0,566
25,VIK-NAUDO,T,95.0,566
25,VIK-NAUDO,U,5.0,566
25,VIK-NAUDO,V,85.0,566
25,VIK-NAUDO,W,140.0,566
25,VIK-NAUDO,X,130.0,566
25,VIK-NAUDO,Y,140.0,566
25,VIK-NAUDO,Z,90.0,566
27,MOD-BELDE,A1,100.0,664
27,MOD-BELDE,A2,350.0,664
27,MOD-BELDE,A3,1200.0,664
27,MOD-BELDE,A4,600.0,664
27,MOD-BELDE,B2,10.0,664
27,MOD-BELDE,J,250.0,664
27,MOD-BELDE,,1245.0,664
27,MOD-BELDO,A1,4050.0,663
27,MOD-BELDO,J1,15.0,663
27,MOD-BELDO,J2,15.0,663
27,MOD-BELDO,J3,15.0,663
27,MOD-BELDO,J4,130.0,663
27,MOD-BELDO,J5,20.0,663
27,MOD-BELDO,,20.0,663
27,MOD-KOM,,100.0,858
27,MOD-NAU,C,240.0,662
27,MOD-NAU,D,700.0,662
27,MOD-NAU,E,550.0,662
27,MOD-NAU,G,320.0,662
27,MOD-NAU,K,460.0,662
27,MOD-NAU,L,370.0,662
27,MOD-NAU,N,170.0,662
27,MOD-NAU,O,45.0,662
27,MOD-NAU,P,290.0,662
27,MOD-NAU,R,90.0,662
27,MOD-NAU,S,480.0,662
27,MOD-NAU,T,110.0,662
27,MOD-NAU,V,110.0,662
27,MOD-NAU,W,145.0,662
27,MOD-NAU,X,240.0,662
27,MOD-NAU,Y,170.0,662
27,MOD-NAU,Z,200.0,662
27,MOD-NAUDE,C,200.0,1254
27,MOD-NAUDE,D,150.0,1254
27,MOD-NAUDE,E,95.0,1254
27,MOD-NAUDE,"G,O,W",25.0,1254
27,MOD-NAUDE,K,400.0,1254
27,MOD-NAUDE,L,90.0,1254
27,MOD-NAUDE,N,100.0,1254
27,MOD-NAUDE,P,80.0,1254
27,MOD-NAUDE,R,50.0,1254
27,MOD-NAUDE,S,50.0,1254
27,MOD-NAUDE,T,100.0,1254
27,MOD-NAUDE,U,60.0,1254
27,MOD-NAUDE,V,25.0,1254
27,MOD-NAUDE,X,30.0,1254
27,MOD-NAUDE,Y,90.0,1254
27,MOD-NAUDE,Z,50.0,1254
27,MOD-POEDIV,B1,25.0,668
27,MOD-POEDIV,B2,410.0,668
27,MOD-PRSK,A1,10.0,665
29,SMI-BELDE,A1,20.0,392
29,SMI-BELDE,A2,505.0,392
29,SMI-BELDE,A3,1170.0,392
29,SMI-BELDE,A4,5.0,392
29,SMI-BELDE,B2,5.0,392
29,SMI-BELDE,J1,6.0,392
29,SMI-BELDE,J2,6.0,392
29,SMI-BELDE,J3,36.0,392
29,SMI-BELDE,J4,111.0,392
29,SMI-BELDE,J5,21.0,392
29,SMI-BELDE,,1425.0,392
29,SMI-BELDO,A1,8370.0,389
29,SMI-BELDO,B1,150.0,389
29,SMI-BELDO,B2,1040.0,389
29,SMI-BELDO,J1,20.0,389
29,SMI-BELDO,J2,40.0,389
29,SMI-BELDO,J3,70.0,389
29,SMI-BELDO,J4,330.0,389
29,SMI-BELDO,J5,40.0,389
29,SMI-BELDO,,20.0,389
29,SMI-CHRVOL,A1,10.0,404
29,SMI-GALDE,A1,50.0,396
29,SMI-GALDE,A4,1000.0,396
29,SMI-GALDE,,350.0,396
29,SMI-GALML,A1,920.0,395
29,SMI-GALML,,200.0,395
29,SMI-KOLOTO,,150.0,846
29,SMI-NAUDE,C,160.0,393
29,SMI-NAUDE,D,470.0,393
29,SMI-NAUDE,E,120.0,393
29,SMI-NAUDE,K,840.0,393
29,SMI-NAUDE,L,115.0,393
29,SMI-NAUDE,N,170.0,393
29,SMI-NAUDE,P,115.0,393
29,SMI-NAUDE,R,40.0,393
29,SMI-NAUDE,S,120.0,393
29,SMI-NAUDE,T,160.0,393
29,SMI-NAUDE,U,75.0,393
29,SMI-NAUDE,V,80.0,393
29,SMI-NAUDE,X,95.0,393
29,SMI-NAUDE,Y,225.0,393
29,SMI-NAUDE,Z,160.0,393
29,SMI-NAUDE,,20.0,393
29,SMI-NAUDO,C,680.0,390
29,SMI-NAUDO,D,2040.0,390
29,SMI-NAUDO,E,1005.0,390
29,SMI-NAUDO,G,970.0,390
29,SMI-NAUDO,K,750.0,390
29,SMI-NAUDO,L,1370.0,390
29,SMI-NAUDO,N,430.0,390
29,SMI-NAUDO,O,390.0,390
29,SMI-NAUDO,P,800.0,390
29,SMI-NAUDO,R,550.0,390
29,SMI-NAUDO,S,620.0,390
29,SMI-NAUDO,T,220.0,390
29,SMI-NAUDO,U,10.0,390
29,SMI-NAUDO,V,340.0,390
29,SMI-NAUDO,W,460.0,390
29,SMI-NAUDO,X,710.0,390
29,SMI-NAUDO,Y,410.0,390
29,SMI-NAUDO,Z,490.0,390
30,CI3-LITDE,A1,10.0,638
30,CI3-LITDE,A2,115.0,638
30,CI3-LITDE,A3,200.0,638
30,CI3-LITDE,A4,135.0,638
30,CI3-LITDE,C,10.0,638
30,CI3-LITDE,D,25.0,638
30,CI3-LITDE,E,10.0,638
30,CI3-LITDE,J4,13.0,638
30,CI3-LITDE,K,60.0,638
30,CI3-LITDE,L,10.0,638
30,CI3-LITDE,N,15.0,638
30,CI3-LITDE,T,10.0,638
30,CI3-LITDE,V,10.0,638
30,CI3-LITDE,Y,10.0,638
30,CI3-LITDE,Z,10.0,638
30,CI3-LITDE,,183.0,638
30,CI3-LITDO,A1,444.0,912
30,CI3-LITDO,B1,5.0,912
30,CI3-LITDO,B2,25.0,912
30,CI3-LITDO,C,30.0,912
30,CI3-LITDO,D,20.0,912
30,CI3-LITDO,E,15.0,912
30,CI3-LITDO,J4,19.0,912
30,CI3-LITDO,K,5.0,912
30,CI3-LITDO,L,20.0,912
30,CI3-LITDO,N,10.0,912
30,CI3-LITDO,P,10.0,912
30,CI3-LITDO,R,5.0,912
30,CI3-LITDO,S,10.0,912
30,CI3-LITDO,T,5.0,912
30,CI3-LITDO,V,5.0,912
30,CI3-LITDO,X,5.0,912
30,CI3-LITDO,Y,8.0,912
30,CI3-LITDO,Z,20.0,912
30,CI3-LITDO,,96.0,912
31,CHU-BELDE,A1,40.0,592
31,CHU-BELDE,A2,150.0,592
31,CHU-BELDE,A3,230.0,592
31,CHU-BELDE,A4,310.0,592
31,CHU-BELDE,B2,5.0,592
31,CHU-BELDE,,410.0,592
31,CHU-BELDO,A1,875.0,593
31,CHU-BELDO,B1,10.0,593
31,CHU-BELDO,B2,20.0,593
31,CHU-BELDO,J1,2.0,593
31,CHU-BELDO,J2,8.0,593
31,CHU-BELDO,J3,10.0,593
31,CHU-BELDO,J4,25.0,593
31,CHU-BELDO,J5,10.0,593
31,CHU-BELDO,,80.0,593
31,CHU-NAU,C,55.0,591
31,CHU-NAU,D,80.0,591
31,CHU-NAU,E,50.0,591
31,CHU-NAU,G,40.0,591
31,CHU-NAU,K,30.0,591
31,CHU-NAU,L,70.0,591
31,CHU-NAU,N,35.0,591
31,CHU-NAU,O,10.0,591
31,CHU-NAU,P,35.0,591
31,CHU-NAU,R,15.0,591
31,CHU-NAU,S,40.0,591
31,CHU-NAU,T,35.0,591
31,CHU-NAU,V,30.0,591
31,CHU-NAU,W,10.0,591
31,CHU-NAU,X,10.0,591
31,CHU-NAU,Y,20.0,591
31,CHU-NAU,Z,40.0,591
31,CHU-NAUDE,C,40.0,1018
31,CHU-NAUDE,D,55.0,1018
31,CHU-NAUDE,E,20.0,1018
31,CHU-NAUDE,"G,O,W",2.0,1018
31,CHU-NAUDE,K,110.0,1018
31,CHU-NAUDE,L,20.0,1018
31,CHU-NAUDE,N,20.0,1018
31,CHU-NAUDE,P,20.0,1018
31,CHU-NAUDE,R,20.0,1018
31,CHU-NAUDE,S,7.0,1018
31,CHU-NAUDE,T,20.0,1018
31,CHU-NAUDE,U,10.0,1018
31,CHU-NAUDE,V,20.0,1018
31,CHU-NAUDE,X,7.0,1018
31,CHU-NAUDE,Y,20.0,1018
31,CHU-NAUDE,Z,20.0,1018
35,BRE-BELDO,A1,4335.0,145
35,BRE-BELDO,B1,180.0,145
35,BRE-BELDO,J1-J5,300.0,145
35,BRE-BELDO,,510.0,145
35,BRE-LITDE,A1,210.0,148
35,BRE-LITDE,A2,310.0,148
35,BRE-LITDE,A3,760.0,148
35,BRE-LITDE,A4,955.0,148
35,BRE-LITDE,B2,5.0,148
35,BRE-LITDE,C,60.0,148
35,BRE-LITDE,D,120.0,148
35,BRE-LITDE,E,30.0,148
35,BRE-LITDE,K,205.0,148
35,BRE-LITDE,L,45.0,148
35,BRE-LITDE,N,75.0,148
35,BRE-LITDE,P,25.0,148
35,BRE-LITDE,R,45.0,148
35,BRE-LITDE,S,25.0,148
35,BRE-LITDE,T,35.0,148
35,BRE-LITDE,U,30.0,148
35,BRE-LITDE,V,45.0,148
35,BRE-LITDE,X,15.0,148
35,BRE-LITDE,Y,45.0,148
35,BRE-LITDE,Z,25.0,148
35,BRE-LITDE,,1015.0,148
35,BRE-NAUDO,C,300.0,146
35,BRE-NAUDO,D,1020.0,146
35,BRE-NAUDO,E,430.0,146
35,BRE-NAUDO,G,790.0,146
35,BRE-NAUDO,K,730.0,146
35,BRE-NAUDO,L,1000.0,146
35,BRE-NAUDO,N,250.0,146
35,BRE-NAUDO,O,85.0,146
35,BRE-NAUDO,P,330.0,146
35,BRE-NAUDO,R,215.0,146
35,BRE-NAUDO,S,425.0,146
35,BRE-NAUDO,T,215.0,146
35,BRE-NAUDO,U,10.0,146
35,BRE-NAUDO,V,165.0,146
35,BRE-NAUDO,W,220.0,146
35,BRE-NAUDO,X,320.0,146
35,BRE-NAUDO,Y,210.0,146
35,BRE-NAUDO,Z,400.0,146
35,BRE-POEZIE,B2,270.0,157
37,DED-KOMIKS,,180.0,1078
37,DED-LITDE,A1,50.0,822
37,DED-LITDE,A2,660.0,822
37,DED-LITDE,A4,275.0,822
37,DED-LITDE,C,30.0,822
37,DED-LITDE,D,40.0,822
37,DED-LITDE,E,25.0,822
37,DED-LITDE,"G,O,W",10.0,822
37,DED-LITDE,K,100.0,822
37,DED-LITDE,L,20.0,822
37,DED-LITDE,N,25.0,822
37,DED-LITDE,P,20.0,822
37,DED-LITDE,R,25.0,822
37,DED-LITDE,S,25.0,822
37,DED-LITDE,T,25.0,822
37,DED-LITDE,U,10.0,822
37,DED-LITDE,V,20.0,822
37,DED-LITDE,X,6.0,822
37,DED-LITDE,Y,20.0,822
37,DED-LITDE,Z,20.0,822
37,DED-LITDE,,475.0,822
37,DED-LITDO,A1,1680.0,823
37,DED-LITDO,B1,35.0,823
37,DED-LITDO,B2,80.0,823
37,DED-LITDO,C,105.0,823
37,DED-LITDO,D,255.0,823
37,DED-LITDO,E,245.0,823
37,DED-LITDO,G,140.0,823
37,DED-LITDO,J4,40.0,823
37,DED-LITDO,K,140.0,823
37,DED-LITDO,L,110.0,823
37,DED-LITDO,N,100.0,823
37,DED-LITDO,O,30.0,823
37,DED-LITDO,P,90.0,823
37,DED-LITDO,R,55.0,823
37,DED-LITDO,S,105.0,823
37,DED-LITDO,T,35.0,823
37,DED-LITDO,V,30.0,823
37,DED-LITDO,W,120.0,823
37,DED-LITDO,X,75.0,823
37,DED-LITDO,Y,60.0,823
37,DED-LITDO,Z,80.0,823
37,DED-LITDO,,20.0,823
38,DEJ-BEL,A1,8050.0,711
38,DEJ-BEL,B1,80.0,711
38,DEJ-BEL,B2,430.0,711
38,DEJ-CIZJAZ,J1,20.0,713
38,DEJ-CIZJAZ,J2,45.0,713
38,DEJ-CIZJAZ,J3,170.0,713
38,DEJ-CIZJAZ,J4,420.0,713
38,DEJ-CIZJAZ,J5,80.0,713
38,DEJ-CIZJAZ,,55.0,713
38,DEJ-KOMDO,,350.0,1151
38,DEJ-LITDE,A1,10.0,715
38,DEJ-LITDE,A2,470.0,715
38,DEJ-LITDE,A3,930.0,715
38,DEJ-LITDE,A4,960.0,715
38,DEJ-LITDE,C,90.0,715
38,DEJ-LITDE,D,125.0,715
38,DEJ-LITDE,E,50.0,715
38,DEJ-LITDE,K,245.0,715
38,DEJ-LITDE,L,50.0,715
38,DEJ-LITDE,N,55.0,715
38,DEJ-LITDE,P,25.0,715
38,DEJ-LITDE,R,25.0,715
38,DEJ-LITDE,S,45.0,715
38,DEJ-LITDE,T,50.0,715
38,DEJ-LITDE,U,28.0,715
38,DEJ-LITDE,V,45.0,715
38,DEJ-LITDE,X,13.0,715
38,DEJ-LITDE,Y,45.0,715
38,DEJ-LITDE,Z,25.0,715
38,DEJ-LITDE,,1275.0,715
38,DEJ-LITML,A1,85.0,1036
38,DEJ-LITML,,340.0,1036
38,DEJ-NAU1,D,1720.0,712
38,DEJ-NAU1,G,1115.0,712
38,DEJ-NAU1,L,1245.0,712
38,DEJ-NAU1,O,100.0,712
38,DEJ-NAU1,R,285.0,712
38,DEJ-NAU1,S,700.0,712
38,DEJ-NAU1,V,170.0,712
38,DEJ-NAU1,X,590.0,712
38,DEJ-NAU2,C,665.0,714
38,DEJ-NAU2,E,830.0,714
38,DEJ-NAU2,K,1030.0,714
38,DEJ-NAU2,N,480.0,714
38,DEJ-NAU2,P,690.0,714
38,DEJ-NAU2,T,410.0,714
38,DEJ-NAU2,U,10.0,714
38,DEJ-NAU2,W,530.0,714
38,DEJ-NAU2,Y,425.0,714
38,DEJ-NAU2,Z,340.0,714
39,LET-KOMIKS,,155.0,1054
39,LET-LITDE,A1,40.0,1127
39,LET-LITDE,A2,160.0,1127
39,LET-LITDE,A3,440.0,1127
39,LET-LITDE,A4,235.0,1127
39,LET-LITDE,C,55.0,1127
39,LET-LITDE,D,60.0,1127
39,LET-LITDE,E,50.0,1127
39,LET-LITDE,K,130.0,1127
39,LET-LITDE,L,45.0,1127
39,LET-LITDE,N,50.0,1127
39,LET-LITDE,P,20.0,1127
39,LET-LITDE,R,25.0,1127
39,LET-LITDE,S,25.0,1127
39,LET-LITDE,T,30.0,1127
39,LET-LITDE,U,25.0,1127
39,LET-LITDE,V,25.0,1127
39,LET-LITDE,X,10.0,1127
39,LET-LITDE,Y,40.0,1127
39,LET-LITDE,Z,40.0,1127
39,LET-LITDE,,340.0,1127
39,LET-LITDO,A1,50.0,1056
39,LET-LITDO,B2,5.0,1056
39,LET-LITDO,C,2.0,1056
39,LET-LITDO,D,2.0,1056
39,LET-LITDO,E,1.0,1056
39,LET-LITDO,G,4.0,1056
39,LET-LITDO,K,2.0,1056
39,LET-LITDO,L,2.0,1056
39,LET-LITDO,N,5.0,1056
39,LET-LITDO,O,1.0,1056
39,LET-LITDO,P,2.0,1056
39,LET-LITDO,R,1.0,1056
39,LET-LITDO,S,2.0,1056
39,LET-LITDO,T,2.0,1056
39,LET-LITDO,U,1.0,1056
39,LET-LITDO,V,1.0,1056
39,LET-LITDO,W,1.0,1056
39,LET-LITDO,X,1.0,1056
39,LET-LITDO,Y,1.0,1056
39,LET-LITDO,Z,2.0,1056
39,LET-LITDO,,5.0,1056
41,NOV-BELDO,A1,4060.0,238
41,NOV-BELDO,J1,10.0,238
41,NOV-BELDO,J2,10.0,238
41,NOV-BELDO,J3,20.0,238
41,NOV-BELDO,J4,150.0,238
41,NOV-BELDO,,20.0,238
41,NOV-KOMDE,,150.0,964
41,NOV-KOMIKS,,240.0,830
41,NOV-LITDE,A1,165.0,240
41,NOV-LITDE,A2,300.0,240
41,NOV-LITDE,A3,580.0,240
41,NOV-LITDE,A4,600.0,240
41,NOV-LITDE,B2,15.0,240
41,NOV-LITDE,C,50.0,240
41,NOV-LITDE,D,130.0,240
41,NOV-LITDE,E,40.0,240
41,NOV-LITDE,K,145.0,240
41,NOV-LITDE,L,30.0,240
41,NOV-LITDE,N,40.0,240
41,NOV-LITDE,P,15.0,240
41,NOV-LITDE,R,30.0,240
41,NOV-LITDE,S,25.0,240
41,NOV-LITDE,T,30.0,240
41,NOV-LITDE,U,25.0,240
41,NOV-LITDE,V,15.0,240
41,NOV-LITDE,X,15.0,240
41,NOV-LITDE,Y,15.0,240
41,NOV-LITDE,Z,20.0,240
41,NOV-LITDE,,780.0,240
41,NOV-NAUDO,C,270.0,242
