lokace_id,lokace_short,pobocka_nazev,pobocka_cislo,oblast,je_realokace,stav_fondu_celkem,kapacita_celkem,kapacita_fyzicka_sum,kapacita_realokace_sum,volna_kapacita,naplnenost_pct,rozdil,pretizena,rizikova
513,DAB-LITDE,Ládví,88,Severovýchod,True,4143,4225.0,6301.0,4225.0,82.0,98.05917159763314,-82.0,False,True
863,JEN-PV,Vzdálený sklad 2,92,Sklad,True,13760,2158.0,2158.0,0.0,-11602.0,637.6274328081557,11602.0,True,True
610,poezie,Ústřední knihovna,1,Ústřední knihovna,True,2299,1600.0,1684.0,1600.0,-699.0,143.6875,699.0,True,True
415,HOL-DETI,Sedmička,5,Severovýchod,True,3451,4680.0,6549.0,4680.0,1229.0,73.73931623931624,-1229.0,False,False
120,SKO-POEML,Školská,8,Středozápad,True,156,125.0,178.0,125.0,-31.0,124.8,31.0,True,True
310,HUS-BELDE,Žižkov,15,Středozápad,True,1209,1480.0,2216.0,1480.0,271.0,81.6891891891892,-271.0,False,False
1098,JEZ-ATELI,Jezerka,24,Jih,True,137,70.0,90.0,70.0,-67.0,195.7142857142857,67.0,True,True
663,MOD-BELDO,Modřany,27,Jih,True,5537,4265.0,5991.0,4265.0,-1272.0,129.82415005861665,1272.0,True,True
858,MOD-KOM,Modřany,27,Jih,True,206,100.0,150.0,100.0,-106.0,206.0,106.0,True,True
1023,NVE-KOMDE,Pankrác,43,Jih,True,105,200.0,200.0,200.0,95.0,52.5,-95.0,False,False
435,SPO-BELDO,Spořilov,45,Jih,True,6138,4580.0,6546.0,4580.0,-1558.0,134.0174672489083,1558.0,True,True
1260,OSV-LEPOR,Ostrovského,48,Jihozápad,True,68,80.0,80.0,80.0,12.0,85.0,-12.0,False,False
221,BOH-NAUDO,Bohnice,52,Severovýchod,True,10723,11610.0,16066.0,11610.0,887.0,92.36003445305771,-887.0,False,True
328,PRO-NAUDE,Prosek,54,Severovýchod,True,1224,1455.0,2069.0,1455.0,231.0,84.12371134020619,-231.0,False,False
461,BAR-BELDO,Barrandov,62,Jihozápad,True,4363,3305.0,4730.0,3305.0,-1058.0,132.01210287443268,1058.0,True,True
1086,LUZ-DELEP,Lužiny,81,Jihozápad,True,149,100.0,100.0,100.0,-49.0,149.0,49.0,True,True
790,VIK-DOPOR,Vikova,25,Jih,False,207,394.0,394.0,,187.0,52.53807106598985,-187.0,False,False
804,HUS-DOPOR,Žižkov,15,Středozápad,False,91,67.0,67.0,,-24.0,135.82089552238804,24.0,True,True
1229,PET-DOPDE1,Petřiny,42,Středozápad,False,75,18.0,18.0,,-57.0,416.6666666666667,57.0,True,True
758,STO-DOPOR,Stodůlky,84,Jihozápad,False,67,176.0,176.0,,109.0,38.06818181818182,-109.0,False,False
934,KOB-CASDE,Kobylisy,7,Severovýchod,False,11,9.0,9.0,,-2.0,122.22222222222223,2.0,True,True
782,OSV-DOPORD,Ostrovského,48,Jihozápad,False,71,160.0,160.0,,89.0,44.375,-89.0,False,False
770,DAB-DOPOR,Ládví,88,Severovýchod,False,103,452.0,452.0,,349.0,22.787610619469024,-349.0,False,False
285,OPA-MONOGR,Opatov,58,Jih,False,1871,1820.0,1820.0,,-51.0,102.8021978021978,51.0,True,True
68,informace,Ústřední knihovna,1,Ústřední knihovna,False,14329,2116.0,2116.0,,-12213.0,677.1739130434783,12213.0,True,True
228,BOH-HUDCAS,Bohnice,52,Severovýchod,False,17,0.0,0.0,,-17.0,,17.0,,
373,KOR-HRAB,Korunní,18,Jihovýchod,False,43,0.0,0.0,,-43.0,,43.0,,
787,PRO-DOPORD,Prosek,54,Severovýchod,False,245,222.0,222.0,,-23.0,110.36036036036036,23.0,True,True
1129,VYSTAVML,Ústřední knihovna,1,Ústřední knihovna,False,36,319.0,319.0,,283.0,11.285266457680251,-283.0,False,False
744,STO-VSMS,Stodůlky,84,Jihozápad,False,297,168.0,168.0,,-129.0,176.78571428571428,129.0,True,True
122,SKO-HRAB,Školská,8,Středozápad,False,237,,,,,,,,
557,5KV-POK,(zrušeno) Pankrác,43,Jih,False,0,,,,,,,,
162,LUZ-REG,Lužiny,81,Jihozápad,False,0,,,,,,,,
257,CADKOVA,Ústřední knihovna,1,Ústřední knihovna,False,0,,,,,,,,
561,KOB-POK,Kobylisy,7,Severovýchod,False,70,,,,,,,,
784,NVE-DOPOR,Pankrác,43,Jih,False,12,,,,,,,,
747,VYS-VSMS,Vysočany,10,Severovýchod,False,15,,,,,,,,
381,KOR-CHFDO,Korunní,18,Jihovýchod,False,1,,,,,,,,
410,HOL-POK,Sedmička,5,Severovýchod,False,8,,,,,,,,
429,VRS-DETI,(zrušeno) Vršovice,19,,False,0,,,,,,,,
635,CI1-PRSK2,(zrušeno) Cibulka,30,Jihozápad,False,0,,,,,,,,
599,KOS-HRAB,Košíře,33,,False,0,,,,,,,,
1195,SKA-SELF,Skalka,70,Jihovýchod,False,0,,,,,,,,
149,BRE-HRAB,Břevnov,35,Středozápad,False,7,,,,,,,,
578,HRA-POK,Hradčany,3,Středozápad,False,0,,,,,,,,
112,SKO-POK,Školská,8,Středozápad,False,38,,,,,,,,
1161,SKO-SELF,Školská,8,Středozápad,False,0,,,,,,,,
1173,CHU-SELF,Velká Chuchle,31,Jihozápad,False,0,,,,,,,,
126,SKO-I1,Školská,8,Středozápad,False,0,,,,,,,,
540,HLO-POK,Hloubětín,13,Severovýchod,False,13,,,,,,,,
1206,RUS-PV,Vzdálený sklad Domu čtení,56,Jihovýchod,False,14598,,,,,,,,
821,DED-HRAB,Dědina,37,Středozápad,False,5,,,,,,,,
1265,CER-HRAB,(zavřeno) Černý Most,32,,False,0,,,,,,,,
633,CI1-LITDO,(zrušeno) Cibulka,30,Jihozápad,False,0,,,,,,,,
339,MRTVYSKLAD,Ústřední knihovna,1,Ústřední knihovna,False,0,,,,,,,,
1058,REG-SKL,Region,96,,False,5128,,,,,,,,
1075,STO-KOMDE,Stodůlky,84,Jihozápad,True,158,120.0,120.0,120.0,-38.0,131.66666666666666,38.0,True,True
1074,STO-KOMDO,Stodůlky,84,Jihozápad,True,238,150.0,150.0,150.0,-88.0,158.66666666666666,88.0,True,True
615,STO-NAUDO,Stodůlky,84,Jihozápad,True,2974,1915.0,2733.0,1915.0,-1059.0,155.30026109660577,1059.0,True,True
971,DAB-KOMDO,Ládví,88,Severovýchod,True,352,300.0,300.0,300.0,-52.0,117.33333333333333,52.0,True,True
1134,děti-kom,Ústřední knihovna,1,Ústřední knihovna,True,143,205.0,0.0,205.0,62.0,69.7560975609756,-62.0,False,False
604,KOB-PRSK,Kobylisy,7,Severovýchod,True,768,900.0,1039.0,900.0,132.0,85.33333333333334,-132.0,False,False
958,SKO-KOMDO,Školská,8,Středozápad,True,288,200.0,200.0,200.0,-88.0,144.0,88.0,True,True
315,HUS-DOMDE,Žižkov,15,Středozápad,True,228,200.0,50.0,200.0,-28.0,113.99999999999999,28.0,True,True
493,HOS-BELDO,Hostivař,21,Jihovýchod,True,3846,2865.0,4478.0,2865.0,-981.0,134.2408376963351,981.0,True,True
1112,JEZ-NAUDO,Jezerka,24,Jih,True,3037,2100.0,2931.0,2100.0,-937.0,144.61904761904762,937.0,True,True
668,MOD-POEDIV,Modřany,27,Jih,True,418,435.0,575.0,435.0,17.0,96.0919540229885,-17.0,False,True
404,SMI-CHRVOL,Smíchov,29,Jihozápad,True,8,10.0,0.0,10.0,2.0,80.0,-2.0,False,False
1054,LET-KOMIKS,Letná,39,Severovýchod,True,171,155.0,150.0,155.0,-16.0,110.3225806451613,16.0,True,True
955,SPO-KOMIKS,Spořilov,45,Jih,True,360,230.0,292.0,230.0,-130.0,156.52173913043478,130.0,True,True
1092,ZME-KOMDE,Zahradní Město,47,Jihovýchod,True,93,50.0,50.0,50.0,-43.0,186.0,43.0,True,True
207,DIT-BELDO,Dittrichova,51,Středozápad,True,3302,2455.0,3490.0,2455.0,-847.0,134.50101832993892,847.0,True,True
213,DIT-NAUDO,Dittrichova,51,Středozápad,True,3443,3045.0,4394.0,3045.0,-398.0,113.07060755336617,398.0,True,True
332,PRO-NAU,Prosek,54,Severovýchod,True,1188,1115.0,1293.0,1115.0,-73.0,106.54708520179372,73.0,True,True
270,OPA-LITDE,Opatov,58,Jih,True,6091,6255.0,9287.0,6255.0,164.0,97.37809752198241,-164.0,False,True
1040,MAL-DETI,Malešice,61,Jihovýchod,True,2198,2005.0,1940.0,2005.0,-193.0,109.62593516209476,193.0,True,True
360,ZAH-DETI,Záhřebská,65,Středozápad,True,2606,2617.0,3751.0,2617.0,11.0,99.57967137944212,-11.0,False,True
537,CHM-BELDO,Vozovna,66,Středozápad,True,5020,3693.0,5271.0,3693.0,-1327.0,135.93284592472244,1327.0,True,True
544,SKA-BELDO,Skalka,70,Jihovýchod,True,3886,2677.0,3959.0,2677.0,-1209.0,145.16249533059394,1209.0,True,True
329,PRO-CASDE,Prosek,54,Severovýchod,False,34,90.0,90.0,,56.0,37.77777777777778,-56.0,False,False
949,RUS-OST2,Dům čtení,56,Jihovýchod,False,437,197.0,197.0,,-240.0,221.8274111675127,240.0,True,True
448,VYS-CHFVYP,Vysočany,10,Severovýchod,False,54,55.0,55.0,,1.0,98.18181818181819,-1.0,False,True
1106,JEZ-HRABDE,Jezerka,24,Jih,False,1,218.0,218.0,,217.0,0.45871559633027525,-217.0,False,False
326,PRO-CASDO,Prosek,54,Severovýchod,False,264,63.0,63.0,,-201.0,419.0476190476191,201.0,True,True
1061,RAJ-MLSLDE,Rajská zahrada,87,Severovýchod,False,167,0.0,0.0,,-167.0,,167.0,,
919,STO-CASDO,Stodůlky,84,Jihozápad,False,270,69.0,69.0,,-201.0,391.30434782608694,201.0,True,True
816,SKO-AUDIO,Školská,8,Středozápad,False,387,390.0,390.0,,3.0,99.23076923076923,-3.0,False,True
788,SPO-DOPOR,Spořilov,45,Jih,False,555,349.0,349.0,,-206.0,159.02578796561605,206.0,True,True
985,CHM-CASDE,Vozovna,66,Středozápad,False,99,21.0,21.0,,-78.0,471.42857142857144,78.0,True,True
1137,DAB-JK/AK,Ládví,88,Severovýchod,False,830,743.0,743.0,,-87.0,111.7092866756393,87.0,True,True
1213,MLY-DOPOR,Velký mlýn,11,Severovýchod,False,135,206.0,206.0,,71.0,65.53398058252428,-71.0,False,False
870,LUZ-DETCAS,Lužiny,81,Jihozápad,False,55,61.0,61.0,,6.0,90.1639344262295,-6.0,False,True
541,HLO-HRAB,Hloubětín,13,Severovýchod,False,11,206.0,206.0,,195.0,5.339805825242718,-195.0,False,False
1196,LUZ-SELF,Lužiny,81,Jihozápad,False,0,,,,,,,,
1160,KOB-SELF,Kobylisy,7,Severovýchod,False,0,,,,,,,,
163,LUZ-INF,Lužiny,81,Jihozápad,False,0,,,,,,,,
677,BB1-HRAB,Bibliobus 1,99,,False,0,,,,,,,,
880,PRIPVZDAL,,,,False,77,,,,,,,,
422,SPO-POVIN,Spořilov,45,Jih,False,3,,,,,,,,
385,KOR-DEPULT,Korunní,18,Jihovýchod,False,0,,,,,,,,
1210,DAB-SELFDE,Ládví,88,Severovýchod,False,0,,,,,,,,
1219,MLY-SELF,Velký mlýn,11,Severovýchod,False,0,,,,,,,,
573,OSV-POK,Ostrovského,48,Jihozápad,False,20,,,,,,,,
1000,DILNA-VOL,Ústřední knihovna,1,Ústřední knihovna,False,309,,,,,,,,
368,OST-HRAB,Ostrčilovo nám.,4,Středozápad,False,115,,,,,,,,
575,KOS-POK,Košíře,33,,False,0,,,,,,,,
1218,MLY-POK,Velký mlýn,11,Severovýchod,False,37,,,,,,,,
630,CI1-POK,(zrušeno) Cibulka,30,Jihozápad,False,0,,,,,,,,
348,ZAH-HRABDE,Záhřebská,65,Středozápad,False,0,,,,,,,,
127,SKO-I2,Školská,8,Středozápad,False,0,,,,,,,,
1176,DEJ-SELF,Dejvice,38,Středozápad,False,0,,,,,,,,
877,MET-KBELY,MVK Kbely,94,,False,0,,,,,,,,
123,SKO-CHFOND,Školská,8,Středozápad,False,0,,,,,,,,
1126,DOK-HRAB,DOK16,16,,False,0,,,,,,,,
542,SKA-CHF,Skalka,70,Jihovýchod,False,0,,,,,,,,
206,LE3-POK,(zrušeno) Letná-děti,39,Severovýchod,False,0,,,,,,,,
709,ROZCIZ,,,,False,16,,,,,,,,
151,BRE-CHFOND,Břevnov,35,Středozápad,False,6,,,,,,,,
1198,CCM-SELF,Kiosek CČM,86,,False,0,,,,,,,,
651,TUR,Ústřední knihovna,1,Ústřední knihovna,False,0,,,,,,,,
516,DAB-JAZYK,Ládví,88,Severovýchod,True,697,655.0,900.0,655.0,-42.0,106.41221374045801,42.0,True,True
1252,JIR-KOMDE,Chodov,89,Jih,True,95,175.0,,175.0,80.0,54.285714285714285,-80.0,False,False
608,piktogramy,Ústřední knihovna,1,Ústřední knihovna,True,4926,4160.0,6487.0,4160.0,-766.0,118.41346153846153,766.0,True,True
116,SKO-BELDO,Školská,8,Středozápad,True,3509,2480.0,3544.0,2480.0,-1029.0,141.49193548387098,1029.0,True,True
1119,HLO-KOMDO,Hloubětín,13,Severovýchod,True,110,120.0,120.0,120.0,10.0,91.66666666666666,-10.0,False,True
1121,HLO-LITDO,Hloubětín,13,Severovýchod,True,3136,2301.0,3085.0,2301.0,-835.0,136.2885701868753,835.0,True,True
840,HUS-SCIFI,Žižkov,15,Středozápad,True,532,560.0,776.0,560.0,28.0,95.0,-28.0,False,True
390,SMI-NAUDO,Smíchov,29,Jihozápad,True,9232,12245.0,17476.0,12245.0,3013.0,75.39403838301347,-3013.0,False,False
844,NVE-POEDE,Pankrác,43,Jih,True,160,160.0,298.0,160.0,0.0,100.0,0.0,False,True
700,ZME-NAUDO,Zahradní Město,47,Jihovýchod,True,3505,2685.0,4188.0,2685.0,-820.0,130.54003724394784,820.0,True,True
324,PRO-BELDO,Prosek,54,Severovýchod,True,5396,4135.0,5670.0,4135.0,-1261.0,130.4957678355502,1261.0,True,True
464,BAR-NAUDE,Barrandov,62,Jihozápad,True,1154,820.0,1368.0,820.0,-334.0,140.73170731707316,334.0,True,True
1069,ZAH-LEPDE,Záhřebská,65,Středozápad,True,109,150.0,150.0,150.0,41.0,72.66666666666667,-41.0,False,False
800,HLO-DOPOR,Hloubětín,13,Severovýchod,False,178,100.0,100.0,,-78.0,178.0,78.0,True,True
703,ZME-CASDO,Zahradní Město,47,Jihovýchod,False,148,74.0,74.0,,-74.0,200.0,74.0,True,True
1105,JEZ-HRABDO,Jezerka,24,Jih,False,23,305.0,305.0,,282.0,7.540983606557377,-282.0,False,False
896,HUS-CASDO,Žižkov,15,Středozápad,False,166,53.0,53.0,,-113.0,313.20754716981133,113.0,True,True
134,DIVPRI,Ústřední knihovna,1,Ústřední knihovna,False,26987,2081.0,2081.0,,-24906.0,1296.8284478616051,24906.0,True,True
504,NVE-HRAB,Pankrác,43,Jih,False,18,166.0,166.0,,148.0,10.843373493975903,-148.0,False,False
250,JIR-DETCAS,Chodov,89,Jih,False,82,39.0,39.0,,-43.0,210.25641025641028,43.0,True,True
766,BOH-DOPOR,Bohnice,52,Severovýchod,False,257,1084.0,1084.0,,827.0,23.70848708487085,-827.0,False,False
874,LUZ-VSMS,Lužiny,81,Jihozápad,False,343,0.0,0.0,,-343.0,,343.0,,
111,AK,Ústřední knihovna,1,Ústřední knihovna,False,403,250.0,250.0,,-153.0,161.20000000000002,153.0,True,True
978,mluv,Ústřední knihovna,1,Ústřední knihovna,False,1557,721.0,721.0,,-836.0,215.95006934812758,836.0,True,True
1102,JEZ-CASDO,Jezerka,24,Jih,False,394,152.0,152.0,,-242.0,259.2105263157895,242.0,True,True
244,NOV-CASOP,Novodvorská,41,Jih,False,306,181.0,181.0,,-125.0,169.060773480663,125.0,True,True
254,JIR-CASOP,Chodov,89,Jih,False,360,131.0,131.0,,-229.0,274.80916030534354,229.0,True,True
993,KOR-DOPDE,Korunní,18,Jihovýchod,False,75,448.0,448.0,,373.0,16.741071428571427,-373.0,False,False
391,SMI-CASDO,Smíchov,29,Jihozápad,False,412,274.0,274.0,,-138.0,150.36496350364962,138.0,True,True
781,OSV-DOPOR,Ostrovského,48,Jihozápad,False,176,181.0,181.0,,5.0,97.23756906077348,-5.0,False,True
276,OPA-HRAB,Opatov,58,Jih,False,848,572.0,572.0,,-276.0,148.25174825174824,276.0,True,True
398,SMI-CHFDO,Smíchov,29,Jihozápad,False,10,61.0,61.0,,51.0,16.39344262295082,-51.0,False,False
905,NOV-MAPY,Novodvorská,41,Jih,False,171,46.0,46.0,,-125.0,371.7391304347826,125.0,True,True
749,ZME-VSMS,Zahradní Město,47,Jihovýchod,False,17,24.0,24.0,,7.0,70.83333333333334,-7.0,False,False
63,masky,Ústřední knihovna,1,Ústřední knihovna,False,11840,6932.0,6932.0,,-4908.0,170.80207732256204,4908.0,True,True
864,JEN-DEPOZ,Vzdálený sklad 3,92,Sklad,False,0,,,,,,,,
1184,DIT-SELF,Dittrichova,51,Středozápad,False,0,,,,,,,,
836,BRU-D2OST,Vzácné tisky - objednávka,97,,False,1810,,,,,,,,
341,NAVRH,,,,False,35424,,,,,,,,
676,BB1-PULT,Bibliobus 1,99,,False,2,,,,,,,,
1275,VIK-YOUNG,Vikova,25,Jih,False,196,,,,,,,,
1174,BRE-SELF,Břevnov,35,Středozápad,False,0,,,,,,,,
1246,MLY-CAS,Velký mlýn,11,Severovýchod,False,62,,,,,,,,
682,BB2-HRAB,Bibliobus 2,99,,False,7,,,,,,,,
107,REZER,Ústřední knihovna,1,Ústřední knihovna,False,18,,,,,,,,
838,BRU-D2OSOB,Vzácné tisky - objednávka,97,,False,519,,,,,,,,
199,LE3-NAUDE,(zrušeno) Letná-děti,39,Severovýchod,False,0,,,,,,,,
1175,DED-SELF,Dědina,37,Středozápad,False,0,,,,,,,,
1143,CCM-HRAB,Kiosek CČM,86,,False,100,,,,,,,,
442,AUTOSER,Ústřední knihovna,1,Ústřední knihovna,False,0,,,,,,,,
631,CI1-HRAB,(zrušeno) Cibulka,30,Jihozápad,False,0,,,,,,,,
717,DEJ-PRSK2,Dejvice,38,Středozápad,False,1,,,,,,,,
59,divsklad1p,Ústřední knihovna,1,Ústřední knihovna,False,2029,,,,,,,,
611,nabízíme,Ústřední knihovna,1,Ústřední knihovna,False,0,,,,,,,,
1194,CHM-SELF,Vozovna,66,Středozápad,False,1,,,,,,,,
427,VRS-BELDO,(zrušeno) Vršovice,19,,False,0,,,,,,,,
549,JEZ-POK,Jezerka,24,Jih,False,62,,,,,,,,
1273,WCH-SELF,Kiosek Chodov,83,,False,0,,,,,,,,
345,ZAH-CHFDO,Záhřebská,65,Středozápad,False,13,,,,,,,,
1097,PVZ-HRAB,Provaznická,111,,False,0,,,,,,,,
879,ZEVZDAL,,,,False,21,,,,,,,,
1244,PET-SELF1N,Petřiny,42,Středozápad,False,0,,,,,,,,
839,NEMOF,,,,False,2,,,,,,,,
694,BB1-NAUBE,Bibliobus 1,99,,False,2,,,,,,,,
1159,HOL-SELF,Sedmička,5,Severovýchod,False,0,,,,,,,,
1266,CER-SELF,(zavřeno) Černý Most,32,,False,0,,,,,,,,
98,NEZNAMA,,,,False,95,,,,,,,,
105,KNIHARI,,,,False,46799,,,,,,,,
515,DAB-BELDO,Ládví,88,Severovýchod,True,6982,5450.0,7466.0,5450.0,-1532.0,128.11009174311926,1532.0,True,True
22,děti,Ústřední knihovna,1,Ústřední knihovna,True,4922,5905.0,8842.0,5905.0,983.0,83.35309060118543,-983.0,False,False
1135,prvníčtení,Ústřední knihovna,1,Ústřední knihovna,True,184,125.0,95.0,125.0,-59.0,147.2,59.0,True,True
1083,VYS-KOMIKS,Vysočany,10,Severovýchod,True,249,150.0,200.0,150.0,-99.0,166.0,99.0,True,True
1215,MLY-KOMDE,Velký mlýn,11,Severovýchod,True,60,50.0,50.0,50.0,-10.0,120.0,10.0,True,True
1120,HLO-KOMDE,Hloubětín,13,Severovýchod,True,80,90.0,90.0,90.0,10.0,88.88888888888889,-10.0,False,False
1100,JEZ-BELDO,Jezerka,24,Jih,True,3107,2115.0,2948.0,2115.0,-992.0,146.903073286052,992.0,True,True
566,VIK-NAUDO,Vikova,25,Jih,True,2720,3335.0,4377.0,3335.0,615.0,81.55922038980509,-615.0,False,False
912,CI3-LITDO,Cibulka,30,Jihozápad,True,1031,757.0,1047.0,757.0,-274.0,136.19550858652576,274.0,True,True
1236,PET-BELDO2,Petřiny,42,Středozápad,True,4086,2801.0,4001.0,2801.0,-1285.0,145.8764726883256,1285.0,True,True
1240,PET-LITML2,Petřiny,42,Středozápad,True,1211,824.0,1060.0,824.0,-387.0,146.96601941747574,387.0,True,True
507,NVE-CHFDE,Pankrác,43,Jih,True,387,120.0,260.0,120.0,-267.0,322.5,267.0,True,True
960,DIT-KOMDO,Dittrichova,51,Středozápad,True,308,120.0,195.0,120.0,-188.0,256.6666666666667,188.0,True,True
218,BOH-BELDO,Bohnice,52,Severovýchod,True,11373,9820.0,13841.0,9820.0,-1553.0,115.81466395112017,1553.0,True,True
325,PRO-NAUDO,Prosek,54,Severovýchod,True,4678,3940.0,5174.0,3940.0,-738.0,118.73096446700508,738.0,True,True
274,OPA-NAUDO,Opatov,58,Jih,True,15535,14740.0,21047.0,14740.0,-795.0,105.39348710990501,795.0,True,True
1042,MAL-LITML,Malešice,61,Jihovýchod,True,2,830.0,847.0,830.0,828.0,0.24096385542168677,-828.0,False,False
462,BAR-NAUDO,Barrandov,62,Jihozápad,True,3667,2730.0,3897.0,2730.0,-937.0,134.32234432234432,937.0,True,True
351,ZAH-NAUDO,Záhřebská,65,Středozápad,True,2903,2560.0,3640.0,2560.0,-343.0,113.3984375,343.0,True,True
987,CHM-KOMDE,Vozovna,66,Středozápad,True,70,125.0,125.0,125.0,55.0,56.00000000000001,-55.0,False,False
1255,BAR-AKJK,Barrandov,62,Jihozápad,False,51,30.0,30.0,,-21.0,170.0,21.0,True,True
639,CI3-CHFDE,Cibulka,30,Jihozápad,False,0,9.0,9.0,,9.0,0.0,-9.0,False,False
675,BAR-PRSK,Barrandov,62,Jihozápad,False,259,361.0,361.0,,102.0,71.74515235457064,-102.0,False,False
1089,DVDDE,Ústřední knihovna,1,Ústřední knihovna,False,11,354.0,354.0,,343.0,3.1073446327683616,-343.0,False,False
871,LUZ-BELCAS,Lužiny,81,Jihozápad,False,177,61.0,61.0,,-116.0,290.1639344262295,116.0,True,True
1217,MLY-HRAB,Velký mlýn,11,Severovýchod,False,123,147.0,147.0,,24.0,83.6734693877551,-24.0,False,False
1103,JEZ-HRY,Jezerka,24,Jih,False,33,198.0,198.0,,165.0,16.666666666666664,-165.0,False,False
109,výstavky,Ústřední knihovna,1,Ústřední knihovna,False,194,1336.0,1336.0,,1142.0,14.520958083832337,-1142.0,False,False
984,CHM-CASDO,Vozovna,66,Středozápad,False,77,21.0,21.0,,-56.0,366.66666666666663,56.0,True,True
970,DAB-MAPY,Ládví,88,Severovýchod,False,163,150.0,150.0,,-13.0,108.66666666666667,13.0,True,True
809,OPA-DOPOR,Opatov,58,Jih,False,97,100.0,100.0,,3.0,97.0,-3.0,False,True
732,DED-VSMS,Dědina,37,Středozápad,False,38,21.0,21.0,,-17.0,180.95238095238096,17.0,True,True
906,NVE-CASDO,Pankrác,43,Jih,False,125,106.0,106.0,,-19.0,117.9245283018868,19.0,True,True
432,SPO-POK,Spořilov,45,Jih,False,52,,,,,,,,
1202,ZAH-SELFDO,Záhřebská,65,Středozápad,False,2,,,,,,,,
560,VIK-CHF,Vikova,25,Jih,False,21,,,,,,,,
1016,BB5-NAUBE,Krabice2,99,,False,0,,,,,,,,
723,TRANSPORT,,,,False,10,,,,,,,,
1201,JIR-SELF,Chodov,89,Jih,False,0,,,,,,,,
115,SKO-CASOP,Školská,8,Středozápad,False,446,,,,,,,,
1204,KOR-SELFDO,Korunní,18,Jihovýchod,False,0,,,,,,,,
124,SKO-VYLOHY,Školská,8,Středozápad,False,42,,,,,,,,
319,KABINET,Ústřední knihovna,1,Ústřední knihovna,False,3,,,,,,,,
357,ZASOBA,,,,False,4380,,,,,,,,
286,OPA-DETINF,Opatov,58,Jih,False,2,,,,,,,,
1181,SPO-SELF,Spořilov,45,Jih,False,0,,,,,,,,
1155,JEN-PVKONZ,Vzdálený sklad 9,92,Sklad,False,0,,,,,,,,
321,PRO-1PAT,Prosek,54,Severovýchod,False,6,,,,,,,,
61,starhud,Ústřední knihovna,1,Ústřední knihovna,False,19719,,,,,,,,
625,5KV-BELDO,(zrušeno) Pankrác,43,Jih,False,0,,,,,,,,
1208,AUTOPULT,Automatizace,1,Ústřední knihovna,False,0,,,,,,,,
1197,STO-SELF,Stodůlky,84,Jihozápad,False,0,,,,,,,,
511,DAB-POK,Ládví,88,Severovýchod,False,54,,,,,,,,
1152,KOB-1PAT,Kobylisy,7,Severovýchod,False,0,,,,,,,,
791,VRS-DOPOR,(zrušeno) Vršovice,19,,False,0,,,,,,,,
1117,BRU-D2BIII,Vzácné tisky - objednávka,97,,False,9,,,,,,,,
1059,RAJ-KOMDE,Rajská zahrada,87,Severovýchod,True,84,90.0,90.0,90.0,6.0,93.33333333333333,-6.0,False,True
1060,RAJ-KOMDO,Rajská zahrada,87,Severovýchod,True,195,155.0,155.0,155.0,-40.0,125.80645161290323,40.0,True,True
